,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.time,metrics.cost,params.file_name,params.start_node_idx,params.lab,params.greedy,params.type_of_change,tags.mlflow.source.name,tags.mlflow.source.git.commit,tags.mlflow.source.type,tags.mlflow.user
750,3eab0f30daf0409da750b756c7947f17,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/3eab0f30daf0409da750b756c7947f17/artifacts,2022-11-13 00:26:03.730000+00:00,2022-11-13 00:26:06.166000+00:00,1.1889963150024414,68967.0,TSPD.csv,37,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
751,8d66ce835fcf442aab3211bdc97555be,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/8d66ce835fcf442aab3211bdc97555be/artifacts,2022-11-13 00:26:01.536000+00:00,2022-11-13 00:26:03.628000+00:00,1.1469976902008057,69140.0,TSPD.csv,36,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
752,0b66c8f2acc144b1b88412c1040bcf32,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/0b66c8f2acc144b1b88412c1040bcf32/artifacts,2022-11-13 00:25:59.306000+00:00,2022-11-13 00:26:01.420000+00:00,1.1639976501464844,71951.0,TSPD.csv,35,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
753,448cce7f9ac243bfa05e7baec92b4baa,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/448cce7f9ac243bfa05e7baec92b4baa/artifacts,2022-11-13 00:25:57.012000+00:00,2022-11-13 00:25:59.159000+00:00,1.1590006351470947,69219.0,TSPD.csv,34,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
754,880f325bab384d1da7adf1f02350da47,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/880f325bab384d1da7adf1f02350da47/artifacts,2022-11-13 00:25:54.957000+00:00,2022-11-13 00:25:56.374000+00:00,1.1679959297180176,69132.0,TSPD.csv,33,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
755,3acc0f0741f542eab38f1bdeb440e336,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/3acc0f0741f542eab38f1bdeb440e336/artifacts,2022-11-13 00:25:52.848000+00:00,2022-11-13 00:25:54.864000+00:00,1.154998779296875,70368.0,TSPD.csv,32,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
756,fb778e10584845648d28b0c8948dea8f,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/fb778e10584845648d28b0c8948dea8f/artifacts,2022-11-13 00:25:51.088000+00:00,2022-11-13 00:25:52.754000+00:00,1.1669995784759521,70766.0,TSPD.csv,31,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
757,b01e82ec1edd4b48bdd76428acbc470c,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/b01e82ec1edd4b48bdd76428acbc470c/artifacts,2022-11-13 00:25:49.617000+00:00,2022-11-13 00:25:50.992000+00:00,1.1929986476898193,68734.0,TSPD.csv,30,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
758,a9882a84ea8a40f0b9b797cfb4f6bf90,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/a9882a84ea8a40f0b9b797cfb4f6bf90/artifacts,2022-11-13 00:25:48.173000+00:00,2022-11-13 00:25:49.528000+00:00,1.1599984169006348,70051.0,TSPD.csv,29,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
759,5ae06da7431a46e2b5d023d1c4555e10,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/5ae06da7431a46e2b5d023d1c4555e10/artifacts,2022-11-13 00:25:46.026000+00:00,2022-11-13 00:25:48.078000+00:00,1.1749978065490723,71263.0,TSPD.csv,28,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
